ID,No,PM,Temperature,Humidity,Air_Pressure,Wind_Speed,Wind_Direction,AQI,DW,Day,Month,Day_Nom,Month_Nom,Year,Time,Time_Nom,Formatted_Reading_Time,Status,Status_Nom
11796,1894,15.0,29.62000084,68.73999786,1009.77002,0.25,306.0,51.0,Two,19,2,Nineteen,Two,2024,19,Night,02-19,3,Moderate
11797,1895,16.0,28.76000023,76.65000153,1010.23999,0.300000012,360.0,49.0,Two,19,2,Nineteen,Two,2024,20,Night,02-19,4,Good
11798,1896,16.0,28.47999954,81.68000031,1010.940002,0.25999999,0.0,48.0,Two,19,2,Nineteen,Two,2024,21,Night,02-19,4,Good
11799,1897,14.0,28.37000084,83.36000061,1011.419983,0.119999997,308.0,46.0,Two,19,2,Nineteen,Two,2024,22,Night,02-19,4,Good
11800,1898,13.0,28.32999992,84.43000031,1011.679993,0.140000001,217.0,45.0,Two,19,2,Nineteen,Two,2024,23,Night,02-19,4,Good
11801,1899,12.0,28.25,85.44000244,1011.539978,0.129999995,67.0,43.0,Three,20,2,Twenty,Two,2024,0,Night,02-20,4,Good
11802,1900,16.0,28.20000076,87.27999878,1011.090027,0.449999988,308.0,41.0,Three,20,2,Twenty,Two,2024,1,Night,02-20,4,Good
11803,1901,13.0,28.0,89.63999939,1010.580017,0.479999989,0.0,39.0,Three,20,2,Twenty,Two,2024,2,Night,02-20,4,Good
11804,1902,14.0,27.80999947,91.41000366,1009.840027,0.289999992,140.0,37.0,Three,20,2,Twenty,Two,2024,3,Night,02-20,4,Good
11805,1903,15.0,27.53000069,92.70999908,1009.840027,0.109999999,309.0,36.0,Three,20,2,Twenty,Two,2024,4,Night,02-20,4,Good
11806,1904,24.0,27.22999954,91.77999878,1009.909973,0.050000001,63.0,35.0,Three,20,2,Twenty,Two,2024,5,Night,02-20,4,Good
11807,1905,23.0,26.97999954,91.98999786,1010.330017,0.0,64.0,34.0,Three,20,2,Twenty,Two,2024,6,Day,02-20,4,Good
11808,1906,22.0,26.87999916,90.13999939,1011.119995,0.0,65.0,34.0,Three,20,2,Twenty,Two,2024,7,Day,02-20,4,Good
11809,1907,21.0,28.12000084,82.52999878,1011.840027,0.0,141.0,33.0,Three,20,2,Twenty,Two,2024,8,Day,02-20,4,Good
11810,1908,15.0,31.69000053,58.0,1013.359985,0.360000014,308.0,31.0,Three,20,2,Twenty,Two,2024,10,Day,02-20,4,Good
11811,1909,14.0,32.91999817,52.74000168,1013.109985,0.340000004,141.0,28.0,Three,20,2,Twenty,Two,2024,11,Day,02-20,4,Good
11812,1910,14.0,33.93999863,50.52999878,1012.190002,0.330000013,306.0,28.0,Three,20,2,Twenty,Two,2024,12,Day,02-20,4,Good
11813,1911,16.0,35.08000183,45.88999939,1011.219971,0.379999995,64.0,28.0,Three,20,2,Twenty,Two,2024,13,Day,02-20,4,Good
11814,1912,15.0,35.34000015,42.79999924,1010.23999,0.430000007,308.0,28.0,Three,20,2,Twenty,Two,2024,14,Day,02-20,4,Good
11815,1913,14.0,35.16999817,46.54999924,1008.919983,0.620000005,0.0,28.0,Three,20,2,Twenty,Two,2024,15,Day,02-20,4,Good
11816,1914,14.0,34.84999847,47.5,1008.280029,0.379999995,360.0,28.0,Three,20,2,Twenty,Two,2024,16,Day,02-20,4,Good
11817,1915,14.0,33.70000076,51.54999924,1008.210022,0.270000011,62.0,28.0,Three,20,2,Twenty,Two,2024,17,Day,02-20,4,Good
11818,1916,15.0,31.29999924,64.58999634,1008.51001,0.349999994,360.0,28.0,Three,20,2,Twenty,Two,2024,18,Night,02-20,4,Good
11819,1917,18.0,29.81999969,71.20999908,1009.039978,0.310000002,0.0,28.0,Three,20,2,Twenty,Two,2024,19,Night,02-20,4,Good
11820,1918,18.0,29.26000023,76.04000092,1009.349976,0.370000005,64.0,28.0,Three,20,2,Twenty,Two,2024,20,Night,02-20,4,Good
11821,1919,17.0,29.05999947,77.5,1009.849976,0.389999986,64.0,28.0,Three,20,2,Twenty,Two,2024,21,Night,02-20,4,Good
11822,1920,19.0,28.87999916,81.26000214,1010.26001,0.340000004,142.0,29.0,Three,20,2,Twenty,Two,2024,22,Night,02-20,4,Good
11823,1921,18.0,28.79999924,81.61000061,1010.650024,0.280000001,0.0,29.0,Three,20,2,Twenty,Two,2024,23,Night,02-20,4,Good
11824,1922,21.0,28.65999985,81.5,1010.48999,0.280000001,360.0,30.0,Four,21,2,Twenty-One,Two,2024,0,Night,02-21,4,Good
11825,1923,24.0,28.45999908,82.93000031,1010.080017,0.180000007,306.0,31.0,Four,21,2,Twenty-One,Two,2024,1,Night,02-21,4,Good
11826,1924,23.0,28.26000023,81.33000183,1009.559998,0.100000001,216.0,32.0,Four,21,2,Twenty-One,Two,2024,2,Night,02-21,4,Good
11827,1925,23.0,28.12000084,81.66000366,1009.169983,0.090000004,308.0,33.0,Four,21,2,Twenty-One,Two,2024,3,Night,02-21,4,Good
11828,1926,22.0,27.96999931,83.27999878,1008.820007,0.109999999,0.0,34.0,Four,21,2,Twenty-One,Two,2024,4,Night,02-21,4,Good
11829,1927,20.0,27.79999924,85.08999634,1008.76001,0.109999999,360.0,34.0,Four,21,2,Twenty-One,Two,2024,5,Night,02-21,4,Good
11830,1928,24.0,27.70999908,89.66999817,1009.140015,0.150000006,139.0,34.0,Four,21,2,Twenty-One,Two,2024,6,Day,02-21,4,Good
11831,1929,32.0,27.55999947,91.54000092,1009.780029,0.02,63.0,35.0,Four,21,2,Twenty-One,Two,2024,7,Day,02-21,4,Good
11832,1930,23.0,28.56999969,86.12999725,1010.450012,0.07,215.0,35.0,Four,21,2,Twenty-One,Two,2024,8,Day,02-21,4,Good
11833,1931,20.0,30.97999954,71.81999969,1011.02002,0.25,306.0,35.0,Four,21,2,Twenty-One,Two,2024,9,Day,02-21,4,Good
11834,1932,18.0,31.84000015,65.02999878,1011.890015,0.319999993,307.0,35.0,Four,21,2,Twenty-One,Two,2024,10,Day,02-21,4,Good
11835,1933,16.0,32.54999924,60.93000031,1012.200012,0.170000002,310.0,36.0,Four,21,2,Twenty-One,Two,2024,11,Day,02-21,4,Good
11836,1934,12.0,33.38000107,57.91999817,1011.679993,0.370000005,215.0,35.0,Four,21,2,Twenty-One,Two,2024,12,Day,02-21,4,Good
11837,1935,12.0,34.36999893,53.27000046,1010.840027,0.439999998,0.0,35.0,Four,21,2,Twenty-One,Two,2024,13,Day,02-21,4,Good
11838,1936,15.0,34.24000168,52.66999817,1009.869995,0.379999995,215.0,35.0,Four,21,2,Twenty-One,Two,2024,14,Day,02-21,4,Good
11839,1937,16.0,34.08000183,50.86000061,1008.710022,0.699999988,305.0,35.0,Four,21,2,Twenty-One,Two,2024,15,Day,02-21,4,Good
11840,1938,15.0,34.04999924,49.04000092,1008.169983,0.49000001,305.0,35.0,Four,21,2,Twenty-One,Two,2024,16,Day,02-21,4,Good
11841,1939,18.0,33.04000092,54.63999939,1008.169983,0.419999987,0.0,36.0,Four,21,2,Twenty-One,Two,2024,17,Day,02-21,4,Good
11842,1940,17.0,31.48999977,61.09000015,1008.409973,0.479999989,253.0,36.0,Four,21,2,Twenty-One,Two,2024,18,Night,02-21,4,Good
11843,1941,16.0,29.78000069,71.76000214,1008.969971,0.400000006,0.0,36.0,Four,21,2,Twenty-One,Two,2024,19,Night,02-21,4,Good
11844,1942,13.0,29.10000038,76.75,1010.409973,0.170000002,0.0,35.0,Four,21,2,Twenty-One,Two,2024,21,Night,02-21,4,Good
11845,1943,13.0,28.92000008,80.47000122,1010.929993,0.129999995,139.0,35.0,Four,21,2,Twenty-One,Two,2024,22,Night,02-21,4,Good
11846,1944,14.0,28.76000023,82.58000183,1011.080017,0.319999993,63.0,34.0,Four,21,2,Twenty-One,Two,2024,23,Night,02-21,4,Good
11847,1945,20.0,28.54999924,84.16000366,1010.960022,0.300000012,140.0,35.0,Five,22,2,Twenty-Two,Two,2024,0,Night,02-22,4,Good
11848,1946,15.0,28.35000038,85.30000305,1010.630005,0.159999996,360.0,34.0,Five,22,2,Twenty-Two,Two,2024,1,Night,02-22,4,Good
11849,1947,20.0,28.20000076,86.18000031,1010.109985,0.200000003,140.0,34.0,Five,22,2,Twenty-Two,Two,2024,2,Night,02-22,4,Good
11850,1948,30.0,27.98999977,86.25,1009.659973,0.330000013,360.0,34.0,Five,22,2,Twenty-Two,Two,2024,3,Night,02-22,4,Good
11851,1949,19.0,27.86000061,86.26000214,1009.25,0.119999997,217.0,34.0,Five,22,2,Twenty-Two,Two,2024,4,Night,02-22,4,Good
11852,1950,17.0,27.73999977,88.62999725,1009.419983,0.079999998,142.0,33.0,Five,22,2,Twenty-Two,Two,2024,5,Night,02-22,4,Good
11853,1951,15.0,27.92000008,88.56999969,1009.880005,0.100000001,139.0,33.0,Five,22,2,Twenty-Two,Two,2024,6,Day,02-22,4,Good
11854,1952,18.0,28.13999939,86.18000031,1010.780029,0.129999995,360.0,32.0,Five,22,2,Twenty-Two,Two,2024,7,Day,02-22,4,Good
11855,1953,19.0,28.71999931,81.94999695,1011.400024,0.140000001,360.0,31.0,Five,22,2,Twenty-Two,Two,2024,8,Day,02-22,4,Good
11856,1954,17.0,30.51000023,71.81999969,1012.200012,0.49000001,360.0,30.0,Five,22,2,Twenty-Two,Two,2024,9,Day,02-22,4,Good
11857,1955,16.0,32.38000107,63.16999817,1013.27002,0.230000004,142.0,30.0,Five,22,2,Twenty-Two,Two,2024,10,Day,02-22,4,Good
11858,1956,17.0,32.84999847,61.52000046,1013.51001,0.219999999,307.0,30.0,Five,22,2,Twenty-Two,Two,2024,11,Day,02-22,4,Good
11859,1957,15.0,34.61999893,53.68999863,1012.820007,0.349999994,0.0,30.0,Five,22,2,Twenty-Two,Two,2024,12,Day,02-22,4,Good
11860,1958,15.0,34.63999939,50.09999847,1011.929993,0.430000007,360.0,30.0,Five,22,2,Twenty-Two,Two,2024,13,Day,02-22,4,Good
11861,1959,14.0,35.22999954,48.70000076,1011.02002,0.419999987,306.0,30.0,Five,22,2,Twenty-Two,Two,2024,14,Day,02-22,4,Good
11862,1960,13.0,35.38999939,46.58000183,1009.909973,0.389999986,0.0,30.0,Five,22,2,Twenty-Two,Two,2024,15,Day,02-22,4,Good
11863,1961,13.0,34.65999985,47.90000153,1009.25,0.540000021,216.0,30.0,Five,22,2,Twenty-Two,Two,2024,16,Day,02-22,4,Good
11864,1962,20.0,33.90000153,48.65999985,1009.159973,0.519999981,360.0,30.0,Five,22,2,Twenty-Two,Two,2024,17,Day,02-22,4,Good
11865,1963,20.0,32.47000122,53.77999878,1009.299988,0.460000008,137.0,30.0,Five,22,2,Twenty-Two,Two,2024,18,Night,02-22,4,Good
11866,1964,17.0,29.43000031,75.87000275,1010.690002,0.180000007,360.0,30.0,Five,22,2,Twenty-Two,Two,2024,20,Night,02-22,4,Good
11867,1965,14.0,29.06999969,78.02999878,1011.340027,0.280000001,0.0,30.0,Five,22,2,Twenty-Two,Two,2024,21,Night,02-22,4,Good
11868,1966,14.0,28.71999931,82.20999908,1011.719971,0.349999994,215.0,30.0,Five,22,2,Twenty-Two,Two,2024,22,Night,02-22,4,Good
11869,1967,13.0,28.57999992,84.41000366,1011.830017,0.300000012,0.0,30.0,Five,22,2,Twenty-Two,Two,2024,23,Night,02-22,4,Good
11870,1968,13.0,28.40999985,86.44999695,1011.900024,0.100000001,360.0,30.0,Six,23,2,Twenty-Three,Two,2024,0,Night,02-23,4,Good
11871,1969,17.0,28.29000092,87.90000153,1011.580017,0.159999996,309.0,30.0,Six,23,2,Twenty-Three,Two,2024,1,Night,02-23,4,Good
11872,1970,16.0,28.21999931,87.80000305,1011.140015,0.170000002,64.0,30.0,Six,23,2,Twenty-Three,Two,2024,2,Night,02-23,4,Good
11873,1971,18.0,28.0,88.90000153,1010.780029,0.180000007,360.0,30.0,Six,23,2,Twenty-Three,Two,2024,3,Night,02-23,4,Good
11874,1972,17.0,27.92000008,88.45999908,1010.619995,0.200000003,218.0,28.0,Six,23,2,Twenty-Three,Two,2024,4,Night,02-23,4,Good
11875,1973,20.0,27.82999992,88.52999878,1010.840027,0.0,64.0,29.0,Six,23,2,Twenty-Three,Two,2024,5,Night,02-23,4,Good
11876,1974,23.0,27.79000092,88.94000244,1011.320007,0.039999999,0.0,29.0,Six,23,2,Twenty-Three,Two,2024,6,Day,02-23,4,Good
11877,1975,23.0,27.84000015,89.23999786,1012.059998,0.07,309.0,30.0,Six,23,2,Twenty-Three,Two,2024,7,Day,02-23,4,Good
11878,1976,24.0,28.84000015,83.59999847,1012.75,0.109999999,307.0,31.0,Six,23,2,Twenty-Three,Two,2024,8,Day,02-23,4,Good
11879,1977,18.0,30.61000061,74.43000031,1013.380005,0.219999999,360.0,31.0,Six,23,2,Twenty-Three,Two,2024,9,Day,02-23,4,Good
11880,1978,18.0,32.70999908,62.11000061,1014.070007,0.239999995,141.0,31.0,Six,23,2,Twenty-Three,Two,2024,10,Day,02-23,4,Good
11881,1979,19.0,34.45999908,52.22999954,1014.200012,0.239999995,221.0,31.0,Six,23,2,Twenty-Three,Two,2024,11,Day,02-23,4,Good
11882,1980,20.0,34.65999985,51.13999939,1013.419983,0.409999996,360.0,31.0,Six,23,2,Twenty-Three,Two,2024,12,Day,02-23,4,Good
11883,1981,18.0,35.47000122,47.90999985,1012.48999,0.289999992,140.0,32.0,Six,23,2,Twenty-Three,Two,2024,13,Day,02-23,4,Good
11884,1982,17.0,35.72999954,47.88000107,1011.340027,0.280000001,216.0,32.0,Six,23,2,Twenty-Three,Two,2024,14,Day,02-23,4,Good
11885,1983,20.0,36.04000092,41.79999924,1010.26001,0.319999993,308.0,32.0,Six,23,2,Twenty-Three,Two,2024,15,Day,02-23,4,Good
11886,1984,20.0,35.50999832,44.45999908,1009.549988,0.349999994,0.0,33.0,Six,23,2,Twenty-Three,Two,2024,16,Day,02-23,4,Good
11887,1985,21.0,34.59999847,46.45999908,1009.299988,0.270000011,360.0,34.0,Six,23,2,Twenty-Three,Two,2024,17,Day,02-23,4,Good
11888,1986,21.0,32.90000153,53.02000046,1009.359985,0.409999996,360.0,34.0,Six,23,2,Twenty-Three,Two,2024,18,Night,02-23,4,Good
11889,1987,21.0,29.82999992,78.23999786,1010.440002,0.430000007,0.0,34.0,Six,23,2,Twenty-Three,Two,2024,20,Night,02-23,4,Good
11890,1988,20.0,29.54999924,80.62000275,1011.049988,0.189999998,307.0,34.0,Six,23,2,Twenty-Three,Two,2024,21,Night,02-23,4,Good
11891,1989,16.0,29.25,82.97000122,1011.51001,0.25999999,308.0,35.0,Six,23,2,Twenty-Three,Two,2024,22,Night,02-23,4,Good
11892,1990,16.0,29.04000092,83.80999756,1011.919983,0.25999999,305.0,35.0,Six,23,2,Twenty-Three,Two,2024,23,Night,02-23,4,Good
11893,1991,14.0,28.87999916,84.15000153,1011.690002,0.170000002,307.0,35.0,Seven,24,2,Twenty-Four,Two,2024,0,Night,02-24,4,Good
11894,1992,13.0,28.67000008,85.19000244,1011.409973,0.050000001,216.0,35.0,Seven,24,2,Twenty-Four,Two,2024,1,Night,02-24,4,Good
11895,1993,13.0,28.47999954,86.08000183,1011.099976,0.170000002,63.0,34.0,Seven,24,2,Twenty-Four,Two,2024,2,Night,02-24,4,Good
11896,1994,15.0,28.29999924,86.22000122,1010.690002,0.079999998,65.0,34.0,Seven,24,2,Twenty-Four,Two,2024,3,Night,02-24,4,Good
11897,1995,15.0,28.32999992,86.69999695,1010.609985,0.140000001,360.0,34.0,Seven,24,2,Twenty-Four,Two,2024,4,Night,02-24,4,Good
11898,1996,17.0,28.18000031,87.30999756,1010.789978,0.25,216.0,34.0,Seven,24,2,Twenty-Four,Two,2024,5,Night,02-24,4,Good
11899,1997,19.0,28.0,88.83999634,1011.280029,0.0,141.0,34.0,Seven,24,2,Twenty-Four,Two,2024,6,Day,02-24,4,Good
11900,1998,23.0,27.80999947,90.73000336,1011.919983,0.0,141.0,34.0,Seven,24,2,Twenty-Four,Two,2024,7,Day,02-24,4,Good
11901,1999,24.0,28.76000023,85.05999756,1012.799988,0.029999999,215.0,34.0,Seven,24,2,Twenty-Four,Two,2024,8,Day,02-24,4,Good
11902,2000,24.0,30.69000053,72.83999634,1013.530029,0.200000003,141.0,34.0,Seven,24,2,Twenty-Four,Two,2024,9,Day,02-24,4,Good
11903,2001,18.0,32.47000122,60.97000122,1014.140015,0.300000012,140.0,34.0,Seven,24,2,Twenty-Four,Two,2024,10,Day,02-24,4,Good
11904,2002,24.0,33.86000061,52.77999878,1013.960022,0.270000011,360.0,35.0,Seven,24,2,Twenty-Four,Two,2024,11,Day,02-24,4,Good
11905,2003,26.0,35.02999878,46.63999939,1013.23999,0.409999996,306.0,35.0,Seven,24,2,Twenty-Four,Two,2024,12,Day,02-24,4,Good
11906,2004,22.0,35.68000031,43.59000015,1012.590027,0.449999988,310.0,36.0,Seven,24,2,Twenty-Four,Two,2024,13,Day,02-24,4,Good
11907,2005,23.0,35.72999954,41.99000168,1011.609985,0.560000002,143.0,36.0,Seven,24,2,Twenty-Four,Two,2024,14,Day,02-24,4,Good
11908,2006,25.0,35.83000183,42.0,1010.48999,0.400000006,216.0,37.0,Seven,24,2,Twenty-Four,Two,2024,15,Day,02-24,4,Good
11909,2007,26.0,35.66999817,42.81000137,1009.710022,0.449999988,309.0,37.0,Seven,24,2,Twenty-Four,Two,2024,16,Day,02-24,4,Good
11910,2008,26.0,34.47000122,46.61999893,1009.469971,0.439999998,63.0,38.0,Seven,24,2,Twenty-Four,Two,2024,17,Day,02-24,4,Good
11911,2009,26.0,32.86000061,52.84999847,1009.549988,0.25999999,63.0,39.0,Seven,24,2,Twenty-Four,Two,2024,18,Night,02-24,4,Good
11912,2010,30.0,30.97999954,62.43000031,1009.650024,0.370000005,305.0,39.0,Seven,24,2,Twenty-Four,Two,2024,19,Night,02-24,4,Good
11913,2011,25.0,29.90999985,76.58000183,1010.140015,0.280000001,218.0,40.0,Seven,24,2,Twenty-Four,Two,2024,20,Night,02-24,4,Good
11914,2012,24.0,29.54000092,79.36000061,1010.76001,0.150000006,215.0,40.0,Seven,24,2,Twenty-Four,Two,2024,21,Night,02-24,4,Good
11915,2013,22.0,29.36000061,81.33999634,1011.48999,0.109999999,216.0,41.0,Seven,24,2,Twenty-Four,Two,2024,22,Night,02-24,4,Good
11916,2014,23.0,29.22999954,81.70999908,1011.919983,0.209999993,0.0,42.0,Seven,24,2,Twenty-Four,Two,2024,23,Night,02-24,4,Good
11917,2015,25.0,29.07999992,81.90000153,1012.090027,0.180000007,217.0,43.0,One,25,2,Twenty-Five,Two,2024,0,Night,02-25,4,Good
11918,2016,24.0,28.86000061,82.91000366,1011.890015,0.180000007,215.0,44.0,One,25,2,Twenty-Five,Two,2024,1,Night,02-25,4,Good
11919,2017,21.0,28.76000023,83.93000031,1011.51001,0.230000004,61.0,45.0,One,25,2,Twenty-Five,Two,2024,2,Night,02-25,4,Good
11920,2018,16.0,28.51000023,83.62999725,1010.900024,0.119999997,0.0,45.0,One,25,2,Twenty-Five,Two,2024,3,Night,02-25,4,Good
11921,2019,17.0,28.21999931,86.62000275,1010.5,0.129999995,306.0,45.0,One,25,2,Twenty-Five,Two,2024,4,Night,02-25,4,Good
11922,2020,18.0,27.95000076,89.91999817,1010.549988,0.01,307.0,45.0,One,25,2,Twenty-Five,Two,2024,5,Night,02-25,4,Good
11923,2021,19.0,27.70999908,90.83999634,1011.0,0.0,141.0,45.0,One,25,2,Twenty-Five,Two,2024,6,Day,02-25,4,Good
11924,2022,22.0,27.62999916,91.01999664,1011.73999,0.0,140.0,45.0,One,25,2,Twenty-Five,Two,2024,7,Day,02-25,4,Good
11925,2023,18.0,28.78000069,83.66000366,1012.390015,0.079999998,306.0,44.0,One,25,2,Twenty-Five,Two,2024,8,Day,02-25,4,Good
11926,2024,15.0,30.73999977,70.94000244,1012.75,0.370000005,217.0,43.0,One,25,2,Twenty-Five,Two,2024,9,Day,02-25,4,Good
11927,2025,14.0,32.43999863,59.72000122,1013.039978,0.109999999,64.0,43.0,One,25,2,Twenty-Five,Two,2024,10,Day,02-25,4,Good
11928,2026,18.0,33.90000153,53.04999924,1012.940002,0.129999995,310.0,42.0,One,25,2,Twenty-Five,Two,2024,11,Day,02-25,4,Good
11929,2027,23.0,35.65999985,47.34999847,1012.320007,0.25999999,360.0,42.0,One,25,2,Twenty-Five,Two,2024,12,Day,02-25,4,Good
11930,2028,22.0,36.75,43.63000107,1011.349976,0.370000005,360.0,42.0,One,25,2,Twenty-Five,Two,2024,13,Day,02-25,4,Good
11931,2029,22.0,36.72000122,43.40999985,1010.409973,0.439999998,0.0,42.0,One,25,2,Twenty-Five,Two,2024,14,Day,02-25,4,Good
11932,2030,43.0,36.90999985,42.06000137,1009.419983,0.349999994,309.0,44.0,One,25,2,Twenty-Five,Two,2024,15,Day,02-25,4,Good
11933,2031,34.0,36.81000137,39.95999908,1008.789978,0.349999994,65.0,45.0,One,25,2,Twenty-Five,Two,2024,16,Day,02-25,4,Good
11934,2032,30.0,35.33000183,45.11999893,1008.679993,0.439999998,360.0,45.0,One,25,2,Twenty-Five,Two,2024,17,Day,02-25,4,Good
11935,2033,27.0,32.84999847,56.40999985,1009.030029,0.25999999,307.0,45.0,One,25,2,Twenty-Five,Two,2024,18,Night,02-25,4,Good
11936,2034,27.0,30.96999931,65.01000214,1009.539978,0.449999988,305.0,45.0,One,25,2,Twenty-Five,Two,2024,19,Night,02-25,4,Good
11937,2035,28.0,30.36000061,69.06999969,1010.22998,0.280000001,63.0,45.0,One,25,2,Twenty-Five,Two,2024,20,Night,02-25,4,Good
11938,2036,20.0,29.64999962,79.02999878,1011.599976,0.310000002,140.0,45.0,One,25,2,Twenty-Five,Two,2024,22,Night,02-25,4,Good
11939,2037,16.0,29.21999931,84.43000031,1011.940002,0.25999999,215.0,44.0,One,25,2,Twenty-Five,Two,2024,23,Night,02-25,4,Good
11940,2038,16.0,29.02000046,83.11000061,1011.98999,0.159999996,215.0,43.0,Two,26,2,Twenty-Six,Two,2024,0,Night,02-26,4,Good
11941,2039,16.0,28.79999924,81.40000153,1011.75,0.230000004,215.0,43.0,Two,26,2,Twenty-Six,Two,2024,1,Night,02-26,4,Good
11942,2040,21.0,28.62000084,81.01999664,1011.469971,0.119999997,63.0,42.0,Two,26,2,Twenty-Six,Two,2024,2,Night,02-26,4,Good
11943,2041,23.0,28.37999916,82.48999786,1011.27002,0.0,218.0,42.0,Two,26,2,Twenty-Six,Two,2024,3,Night,02-26,4,Good
11944,2042,25.0,28.18000031,84.44000244,1011.01001,0.100000001,360.0,43.0,Two,26,2,Twenty-Six,Two,2024,4,Night,02-26,4,Good
11945,2043,26.0,27.98999977,85.79000092,1010.969971,0.319999993,140.0,44.0,Two,26,2,Twenty-Six,Two,2024,5,Night,02-26,4,Good
11946,2044,27.0,27.85000038,87.30999756,1011.359985,0.0,217.0,45.0,Two,26,2,Twenty-Six,Two,2024,6,Day,02-26,4,Good
11947,2045,28.0,27.86000061,88.29000092,1012.02002,0.0,217.0,46.0,Two,26,2,Twenty-Six,Two,2024,7,Day,02-26,4,Good
11948,2046,33.0,28.95000076,83.31999969,1012.559998,0.050000001,217.0,47.0,Two,26,2,Twenty-Six,Two,2024,8,Day,02-26,4,Good
11949,2047,27.0,30.92000008,71.81999969,1013.109985,0.280000001,218.0,48.0,Two,26,2,Twenty-Six,Two,2024,9,Day,02-26,4,Good
11950,2048,26.0,32.77999878,60.91999817,1013.409973,0.159999996,0.0,49.0,Two,26,2,Twenty-Six,Two,2024,10,Day,02-26,4,Good
11951,2049,30.0,34.25,55.04000092,1013.289978,0.25,308.0,52.0,Two,26,2,Twenty-Six,Two,2024,11,Day,02-26,3,Moderate
11952,2050,41.0,34.81999969,52.63999939,1012.580017,0.25999999,64.0,56.0,Two,26,2,Twenty-Six,Two,2024,12,Day,02-26,3,Moderate
11953,2051,44.0,35.77000046,49.61999893,1011.640015,0.230000004,360.0,59.0,Two,26,2,Twenty-Six,Two,2024,13,Day,02-26,3,Moderate
11954,2052,47.0,37.09000015,44.77999878,1010.549988,0.219999999,218.0,63.0,Two,26,2,Twenty-Six,Two,2024,14,Day,02-26,3,Moderate
11955,2053,54.0,36.79999924,44.31000137,1009.27002,0.349999994,360.0,69.0,Two,26,2,Twenty-Six,Two,2024,15,Day,02-26,3,Moderate
11956,2054,57.0,36.5,45.72000122,1008.440002,0.330000013,311.0,71.0,Two,26,2,Twenty-Six,Two,2024,16,Day,02-26,3,Moderate
11957,2055,63.0,35.93999863,46.15000153,1008.169983,0.300000012,360.0,76.0,Two,26,2,Twenty-Six,Two,2024,17,Day,02-26,3,Moderate
11958,2056,49.0,33.18999863,57.56000137,1008.309998,0.560000002,310.0,79.0,Two,26,2,Twenty-Six,Two,2024,18,Night,02-26,3,Moderate
11959,2057,50.0,31.22999954,66.37000275,1008.590027,0.129999995,308.0,83.0,Two,26,2,Twenty-Six,Two,2024,19,Night,02-26,3,Moderate
11960,2058,48.0,30.38999939,71.23000336,1009.280029,0.25,142.0,86.0,Two,26,2,Twenty-Six,Two,2024,20,Night,02-26,3,Moderate
11961,2059,50.0,29.57999992,78.77999878,1010.650024,0.119999997,360.0,90.0,Two,26,2,Twenty-Six,Two,2024,22,Night,02-26,3,Moderate
11962,2060,49.0,29.39999962,79.94000244,1011.070007,0.059999999,141.0,94.0,Two,26,2,Twenty-Six,Two,2024,23,Night,02-26,3,Moderate
11963,2061,43.0,29.20999908,80.72000122,1011.159973,0.07,141.0,99.0,Three,27,2,Twenty-Seven,Two,2024,0,Night,02-27,3,Moderate
11964,2062,39.0,29.17000008,81.52999878,1010.76001,0.140000001,360.0,102.0,Three,27,2,Twenty-Seven,Two,2024,1,Night,02-27,2,Bad
11965,2063,38.0,28.81999969,84.30000305,1010.359985,0.090000004,215.0,105.0,Three,27,2,Twenty-Seven,Two,2024,2,Night,02-27,2,Bad
11966,2064,38.0,28.48999977,87.44000244,1010.099976,0.050000001,210.0,107.0,Three,27,2,Twenty-Seven,Two,2024,3,Night,02-27,2,Bad
11967,2065,54.0,28.36000061,87.80000305,1010.090027,0.029999999,217.0,110.0,Three,27,2,Twenty-Seven,Two,2024,4,Night,02-27,2,Bad
11968,2066,50.0,28.17000008,89.69999695,1010.450012,0.07,217.0,113.0,Three,27,2,Twenty-Seven,Two,2024,5,Night,02-27,2,Bad
11969,2067,43.0,28.20000076,90.36000061,1011.030029,0.0,217.0,115.0,Three,27,2,Twenty-Seven,Two,2024,6,Day,02-27,2,Bad
11970,2068,49.0,28.17000008,91.69000244,1011.5,0.039999999,215.0,117.0,Three,27,2,Twenty-Seven,Two,2024,7,Day,02-27,2,Bad
11971,2069,51.0,28.92000008,88.01999664,1012.280029,0.01,215.0,120.0,Three,27,2,Twenty-Seven,Two,2024,8,Day,02-27,2,Bad
11972,2070,57.0,30.55999947,76.84999847,1012.900024,0.029999999,305.0,122.0,Three,27,2,Twenty-Seven,Two,2024,9,Day,02-27,2,Bad
11973,2071,53.0,32.54000092,62.54999924,1013.460022,0.100000001,360.0,125.0,Three,27,2,Twenty-Seven,Two,2024,10,Day,02-27,2,Bad
11974,2072,54.0,34.34000015,52.38999939,1013.309998,0.239999995,0.0,128.0,Three,27,2,Twenty-Seven,Two,2024,11,Day,02-27,2,Bad
11975,2073,53.0,35.45000076,48.5,1012.76001,0.140000001,216.0,131.0,Three,27,2,Twenty-Seven,Two,2024,12,Day,02-27,2,Bad
11976,2074,50.0,36.70999908,44.79999924,1011.900024,0.219999999,215.0,132.0,Three,27,2,Twenty-Seven,Two,2024,13,Day,02-27,2,Bad
11977,2075,53.0,37.06999969,43.47000122,1010.659973,0.140000001,360.0,133.0,Three,27,2,Twenty-Seven,Two,2024,14,Day,02-27,2,Bad
